586,"Weightlifting - 75 - 82.5kg, one-two hand 5 e. (light-heavyweight) - M",54
587,"Weightlifting - - 60kg, total (featherweight) - M",54
588,"Weightlifting - + 82.5kg, total (heavyweight) - M",54
589,"Weightlifting - 60 - 67.5kg, total (lightweight) - M",54
590,"Weightlifting - 67.5 - 75kg, total (middleweight) - M",54
591,"Weightlifting - 75 - 82.5kg, total (light-heavyweight) - M",54
592,"Weightlifting - - 56kg, total (bantamweight) - M",54
593,"Weightlifting - 56 - 60kg, total (featherweight) - M",54
594,"Weightlifting - + 90kg, total (heavyweight) - M",54
595,"Weightlifting - 82.5 - 90kg, total (middle-heavyweight) - M",54
596,"Weightlifting - - 52kg, total (flyweight) - M",54
597,"Weightlifting - + 110kg, total (super heavyweight) - M",54
598,"Weightlifting - 52 - 56kg, total (bantamweight) - M",54
599,"Weightlifting - 91 - 110kg, total (heavyweight) - M",54
600,"Weightlifting - 100 - 110kg, total (heavyweight) - M",54
601,"Weightlifting - 90 - 100kg, total (first-heavyweight) - M",54
602,"Weightlifting - - 54kg, total (flyweight) - M",54
603,"Weightlifting - + 108kg, total (super heavyweight) - M",54
604,"Weightlifting - 54 - 59kg, total (bantamweight) - M",54
605,"Weightlifting - 59 - 64kg, total (featherweight) - M",54
606,"Weightlifting - 64 - 70kg, total (lightweight) - M",54
607,"Weightlifting - 70 - 76kg, total (middleweight) - M",54
608,"Weightlifting - 76 - 83kg, total (light-heavyweight) - M",54
609,"Weightlifting - 83 - 91kg, total (middle-heavyweight) - M",54
610,"Weightlifting - 91 - 99kg, total (first-heavyweight) - M",54
611,"Weightlifting - 99 - 108kg, total (heavyweight) - M",54
612,Weightlifting - + 105kg - M,54
613,Weightlifting - + 75kg - W,54
614,Weightlifting - 105kg - M,54
615,Weightlifting - 48kg - W,54
616,Weightlifting - 53kg - W,54
617,Weightlifting - 56kg - M,54
618,Weightlifting - 58kg - W,54
619,Weightlifting - 62kg - M,54
620,Weightlifting - 63kg - W,54
621,Weightlifting - 69kg - M,54
622,Weightlifting - 69kg - W,54
623,Weightlifting - 75kg - W,54
624,Weightlifting - 77kg - M,54
625,Weightlifting - 85kg - M,54
626,Weightlifting - 94kg - M,54
627,Wrestling Gre-R - open event - M,55
628,Wrestling Gre-R - - 66.6kg (lightweight) - M,55
629,Wrestling Gre-R - + 93kg (super heavyweight) - M,55
630,Wrestling Gre-R - 66.6 - 73kg (middleweight) - M,55
631,Wrestling Gre-R - 73 - 93kg (light-heavyweight) - M,55
632,Wrestling Gre-R - - 60kg (featherweight) - M,55
633,Wrestling Gre-R - + 82.5kg (super heavyweight) - M,55
634,Wrestling Gre-R - 60 - 67.5kg (lightweight) - M,55
635,Wrestling Gre-R - 67.5 - 75kg (middleweight) - M,55
636,Wrestling Gre-R - 75 - 82.5kg (light-heavyweight) - M,55
637,Wrestling Gre-R - + 82kg (super heavyweight) - M,55
638,Wrestling Gre-R - 75 - 82kg (light-heavyweight) - M,55
639,Wrestling Gre-R - - 58kg (bantamweight) - M,55
640,Wrestling Gre-R - 58 - 62kg (featherweight) - M,55
